source_id,target_id
https://openalex.org/W3036079579,https://openalex.org/W2963576178
https://openalex.org/W3036079579,https://openalex.org/W2133444666
https://openalex.org/W3036079579,https://openalex.org/W2407187947
https://openalex.org/W3036079579,https://openalex.org/W2995496405
https://openalex.org/W3036079579,https://openalex.org/W2915576678
https://openalex.org/W3036079579,https://openalex.org/W2795603418
https://openalex.org/W3036079579,https://openalex.org/W2994008524
https://openalex.org/W3036079579,https://openalex.org/W2115994809
https://openalex.org/W3036079579,https://openalex.org/W2003224378
https://openalex.org/W3036079579,https://openalex.org/W2740005962
https://openalex.org/W3036079579,https://openalex.org/W2963899602
https://openalex.org/W3036079579,https://openalex.org/W2962726494
https://openalex.org/W3036079579,https://openalex.org/W2962847915
https://openalex.org/W3036079579,https://openalex.org/W2889655092
https://openalex.org/W2963285294,https://openalex.org/W2289204537
https://openalex.org/W2963285294,https://openalex.org/W2523219060
https://openalex.org/W2963285294,https://openalex.org/W2963061782
https://openalex.org/W2963285294,https://openalex.org/W2963877475
https://openalex.org/W2963285294,https://openalex.org/W2964129085
https://openalex.org/W2963285294,https://openalex.org/W2962804513
https://openalex.org/W2963285294,https://openalex.org/W2514674767
https://openalex.org/W2963285294,https://openalex.org/W2964310887
https://openalex.org/W2963285294,https://openalex.org/W2268751503
https://openalex.org/W2963285294,https://openalex.org/W2031834036
https://openalex.org/W2963285294,https://openalex.org/W2412503523
https://openalex.org/W2963285294,https://openalex.org/W6737843768
https://openalex.org/W2963285294,https://openalex.org/W2558431499
https://openalex.org/W2963285294,https://openalex.org/W3103377783
https://openalex.org/W2963285294,https://openalex.org/W2613353268
https://openalex.org/W2024975382,https://openalex.org/W1970442252
https://openalex.org/W2024975382,https://openalex.org/W2001510177
https://openalex.org/W2024975382,https://openalex.org/W2060759080
https://openalex.org/W2024975382,https://openalex.org/W2117085729
https://openalex.org/W2024975382,https://openalex.org/W1998830143
https://openalex.org/W2024975382,https://openalex.org/W6632691943
https://openalex.org/W2024975382,https://openalex.org/W2011855562
https://openalex.org/W2024975382,https://openalex.org/W2082574814
https://openalex.org/W2024975382,https://openalex.org/W2103941230
https://openalex.org/W2024975382,https://openalex.org/W2065793853
https://openalex.org/W2024975382,https://openalex.org/W2157666112
https://openalex.org/W2024975382,https://openalex.org/W2144333073
https://openalex.org/W2024975382,https://openalex.org/W2042395076
https://openalex.org/W2024975382,https://openalex.org/W1998960129
https://openalex.org/W2024975382,https://openalex.org/W2017068366
https://openalex.org/W2024975382,https://openalex.org/W2086918155
https://openalex.org/W2024975382,https://openalex.org/W2059980440
https://openalex.org/W2024975382,https://openalex.org/W2050196000
https://openalex.org/W2024975382,https://openalex.org/W2037808690
https://openalex.org/W2024975382,https://openalex.org/W2739106926
https://openalex.org/W2912917423,https://openalex.org/W2790256744
https://openalex.org/W2912917423,https://openalex.org/W2962804513
https://openalex.org/W2912917423,https://openalex.org/W2611366557
https://openalex.org/W2912917423,https://openalex.org/W2963061782
https://openalex.org/W2912917423,https://openalex.org/W2963715425
https://openalex.org/W2912917423,https://openalex.org/W2900400615
https://openalex.org/W2912917423,https://openalex.org/W2908717548
https://openalex.org/W2912917423,https://openalex.org/W2112967760
https://openalex.org/W2912917423,https://openalex.org/W4241021229
https://openalex.org/W2912917423,https://openalex.org/W619501020
https://openalex.org/W2912917423,https://openalex.org/W2104562009
https://openalex.org/W2510522738,https://openalex.org/W2095930618
https://openalex.org/W2510522738,https://openalex.org/W2159848894
https://openalex.org/W2510522738,https://openalex.org/W2019683160
https://openalex.org/W2510522738,https://openalex.org/W2119866123
https://openalex.org/W2510522738,https://openalex.org/W2112785483
https://openalex.org/W2510522738,https://openalex.org/W2068487893
https://openalex.org/W2510522738,https://openalex.org/W2105386180
https://openalex.org/W2510522738,https://openalex.org/W2146048275
https://openalex.org/W2510522738,https://openalex.org/W2093597803
https://openalex.org/W2510522738,https://openalex.org/W2141557852
https://openalex.org/W2510522738,https://openalex.org/W2130218279
https://openalex.org/W2510522738,https://openalex.org/W1504052325
https://openalex.org/W2510522738,https://openalex.org/W2149654885
https://openalex.org/W2510522738,https://openalex.org/W2168913576
https://openalex.org/W2510522738,https://openalex.org/W2014366918
https://openalex.org/W2510522738,https://openalex.org/W2052006677
https://openalex.org/W2510522738,https://openalex.org/W1991818808
https://openalex.org/W2510522738,https://openalex.org/W2042454807
https://openalex.org/W2510522738,https://openalex.org/W1990412379
https://openalex.org/W2510522738,https://openalex.org/W2137172351
https://openalex.org/W2095972438,https://openalex.org/W1985542113
https://openalex.org/W2095972438,https://openalex.org/W2762835197
https://openalex.org/W2095972438,https://openalex.org/W2115566804
https://openalex.org/W2095972438,https://openalex.org/W1968274753
https://openalex.org/W2095972438,https://openalex.org/W2022871819
https://openalex.org/W2095972438,https://openalex.org/W2073105405
https://openalex.org/W2095972438,https://openalex.org/W4388174267
https://openalex.org/W2095972438,https://openalex.org/W2764436181
https://openalex.org/W2095972438,https://openalex.org/W2014991536
https://openalex.org/W2095972438,https://openalex.org/W2005019457
https://openalex.org/W2095972438,https://openalex.org/W2142830733
https://openalex.org/W2095972438,https://openalex.org/W2139772531
https://openalex.org/W2095972438,https://openalex.org/W2050842973
https://openalex.org/W2095972438,https://openalex.org/W4246273598
https://openalex.org/W2095972438,https://openalex.org/W2112620642
https://openalex.org/W2095972438,https://openalex.org/W2060993398
https://openalex.org/W2095972438,https://openalex.org/W2620554697
https://openalex.org/W2095972438,https://openalex.org/W2072326761
https://openalex.org/W2095972438,https://openalex.org/W1500842519
https://openalex.org/W2095972438,https://openalex.org/W2042349004
https://openalex.org/W2936463392,https://openalex.org/W2277593915
https://openalex.org/W2936463392,https://openalex.org/W2520130616
https://openalex.org/W2936463392,https://openalex.org/W2272929694
https://openalex.org/W2936463392,https://openalex.org/W2734638182
https://openalex.org/W2936463392,https://openalex.org/W2792452493
https://openalex.org/W2936463392,https://openalex.org/W2771284455
https://openalex.org/W2936463392,https://openalex.org/W2596655693
https://openalex.org/W2936463392,https://openalex.org/W2468871761
https://openalex.org/W2936463392,https://openalex.org/W2793192910
https://openalex.org/W2936463392,https://openalex.org/W2787786564
https://openalex.org/W2936463392,https://openalex.org/W2338057589
https://openalex.org/W2936463392,https://openalex.org/W2015181819
https://openalex.org/W2936463392,https://openalex.org/W2289465294
https://openalex.org/W2936463392,https://openalex.org/W2201645897
https://openalex.org/W2936463392,https://openalex.org/W2411757853
https://openalex.org/W2936463392,https://openalex.org/W2281723644
https://openalex.org/W2936463392,https://openalex.org/W2059632187
https://openalex.org/W2936463392,https://openalex.org/W2727299872
https://openalex.org/W2936463392,https://openalex.org/W2619786310
https://openalex.org/W2936463392,https://openalex.org/W3130914398
https://openalex.org/W4224017605,https://openalex.org/W6713860356
https://openalex.org/W4224017605,https://openalex.org/W2100722994
https://openalex.org/W4224017605,https://openalex.org/W1974910764
https://openalex.org/W4224017605,https://openalex.org/W6629248462
https://openalex.org/W4224017605,https://openalex.org/W2317596705
https://openalex.org/W4224017605,https://openalex.org/W2064233737
https://openalex.org/W4224017605,https://openalex.org/W2068735197
https://openalex.org/W4224017605,https://openalex.org/W2033978120
https://openalex.org/W4224017605,https://openalex.org/W6667371367
https://openalex.org/W4224017605,https://openalex.org/W585039364
https://openalex.org/W4224017605,https://openalex.org/W2541293409
https://openalex.org/W4224017605,https://openalex.org/W2013856857
https://openalex.org/W4224017605,https://openalex.org/W2998504822
https://openalex.org/W4224017605,https://openalex.org/W2052063632
https://openalex.org/W4224017605,https://openalex.org/W2523673892
https://openalex.org/W4224017605,https://openalex.org/W4234432948
https://openalex.org/W4224017605,https://openalex.org/W2121503235
https://openalex.org/W4224017605,https://openalex.org/W6758538869
https://openalex.org/W4224017605,https://openalex.org/W2113543382
https://openalex.org/W4224017605,https://openalex.org/W2084403728
https://openalex.org/W2131764468,https://openalex.org/W2014806649
https://openalex.org/W2131764468,https://openalex.org/W2028076958
https://openalex.org/W2131764468,https://openalex.org/W2024179187
https://openalex.org/W2131764468,https://openalex.org/W2102180752
https://openalex.org/W2131764468,https://openalex.org/W2069651269
https://openalex.org/W2131764468,https://openalex.org/W2030335114
https://openalex.org/W2131764468,https://openalex.org/W1990030525
https://openalex.org/W2131764468,https://openalex.org/W2031296644
https://openalex.org/W2131764468,https://openalex.org/W2143318268
https://openalex.org/W2131764468,https://openalex.org/W2033620665
https://openalex.org/W2131764468,https://openalex.org/W1982538747
https://openalex.org/W2131764468,https://openalex.org/W2023380077
https://openalex.org/W2131764468,https://openalex.org/W24469039
https://openalex.org/W2131764468,https://openalex.org/W2044739563
https://openalex.org/W2131764468,https://openalex.org/W2012959741
https://openalex.org/W2131764468,https://openalex.org/W2565632199
https://openalex.org/W2131764468,https://openalex.org/W2313358895
https://openalex.org/W2131764468,https://openalex.org/W2029053596
https://openalex.org/W2131764468,https://openalex.org/W1970729227
https://openalex.org/W2131764468,https://openalex.org/W13872808
https://openalex.org/W2613631318,https://openalex.org/W1976658287
https://openalex.org/W2613631318,https://openalex.org/W2062789233
https://openalex.org/W2613631318,https://openalex.org/W2534381082
https://openalex.org/W2613631318,https://openalex.org/W2000243709
https://openalex.org/W2613631318,https://openalex.org/W2123998683
https://openalex.org/W2613631318,https://openalex.org/W2116385515
https://openalex.org/W2613631318,https://openalex.org/W1969228457
https://openalex.org/W2613631318,https://openalex.org/W2121308151
https://openalex.org/W2613631318,https://openalex.org/W2097587978
https://openalex.org/W2613631318,https://openalex.org/W2145307811
https://openalex.org/W2613631318,https://openalex.org/W4211202937
https://openalex.org/W2613631318,https://openalex.org/W2110958326
https://openalex.org/W2613631318,https://openalex.org/W6678912855
https://openalex.org/W2613631318,https://openalex.org/W2110505033
https://openalex.org/W2613631318,https://openalex.org/W2038940887
https://openalex.org/W2613631318,https://openalex.org/W2140920178
https://openalex.org/W2613631318,https://openalex.org/W2246859700
https://openalex.org/W2613631318,https://openalex.org/W2137505842
https://openalex.org/W2613631318,https://openalex.org/W2162033280
https://openalex.org/W2613631318,https://openalex.org/W2089470280
https://openalex.org/W2955731184,https://openalex.org/W604787673
https://openalex.org/W2955731184,https://openalex.org/W1849979240
https://openalex.org/W2955731184,https://openalex.org/W2195423816
https://openalex.org/W2955731184,https://openalex.org/W2905804684
https://openalex.org/W2955731184,https://openalex.org/W2620666060
https://openalex.org/W2955731184,https://openalex.org/W1533035847
https://openalex.org/W2955731184,https://openalex.org/W2568841611
https://openalex.org/W2955731184,https://openalex.org/W2801079633
https://openalex.org/W2955731184,https://openalex.org/W2339894532
https://openalex.org/W2955731184,https://openalex.org/W2414578289
https://openalex.org/W2955731184,https://openalex.org/W2807182779
https://openalex.org/W2955731184,https://openalex.org/W2559094099
https://openalex.org/W2955731184,https://openalex.org/W2249641966
https://openalex.org/W2955731184,https://openalex.org/W2567742186
https://openalex.org/W2955731184,https://openalex.org/W2469486851
https://openalex.org/W2955731184,https://openalex.org/W2548753368
https://openalex.org/W2955731184,https://openalex.org/W2803508964
https://openalex.org/W2955731184,https://openalex.org/W1129193082
https://openalex.org/W2955731184,https://openalex.org/W2608292002
https://openalex.org/W2955731184,https://openalex.org/W3209760514
https://openalex.org/W1985151727,https://openalex.org/W3124864791
https://openalex.org/W1985151727,https://openalex.org/W2149666309
https://openalex.org/W1985151727,https://openalex.org/W3121817685
https://openalex.org/W1985151727,https://openalex.org/W3124203484
https://openalex.org/W1985151727,https://openalex.org/W3123500292
https://openalex.org/W1985151727,https://openalex.org/W3021155263
https://openalex.org/W1985151727,https://openalex.org/W6633817121
https://openalex.org/W1985151727,https://openalex.org/W6683520984
https://openalex.org/W1985151727,https://openalex.org/W1916408244
https://openalex.org/W1985151727,https://openalex.org/W6634014594
https://openalex.org/W1985151727,https://openalex.org/W3123291240
https://openalex.org/W1985151727,https://openalex.org/W2123907200
https://openalex.org/W1985151727,https://openalex.org/W3125952349
https://openalex.org/W1985151727,https://openalex.org/W2002326256
https://openalex.org/W1985151727,https://openalex.org/W3021036241
https://openalex.org/W1985151727,https://openalex.org/W1989620801
https://openalex.org/W1985151727,https://openalex.org/W6678246820
https://openalex.org/W1985151727,https://openalex.org/W2087096517
https://openalex.org/W1985151727,https://openalex.org/W2125534266
https://openalex.org/W1985151727,https://openalex.org/W3111554765
https://openalex.org/W2963304955,https://openalex.org/W2523219060
https://openalex.org/W2963304955,https://openalex.org/W2889512047
https://openalex.org/W2963304955,https://openalex.org/W2790560651
https://openalex.org/W2963304955,https://openalex.org/W2891339338
https://openalex.org/W2963304955,https://openalex.org/W2412503523
https://openalex.org/W2963304955,https://openalex.org/W2206930994
https://openalex.org/W2963304955,https://openalex.org/W2963061782
https://openalex.org/W2963304955,https://openalex.org/W2790256744
https://openalex.org/W2963304955,https://openalex.org/W2769313250
https://openalex.org/W2963304955,https://openalex.org/W2898157791
https://openalex.org/W2963304955,https://openalex.org/W2963542767
https://openalex.org/W2963304955,https://openalex.org/W3098405735
https://openalex.org/W2997491196,https://openalex.org/W2963542767
https://openalex.org/W2997491196,https://openalex.org/W2944234465
https://openalex.org/W2997491196,https://openalex.org/W2963061782
https://openalex.org/W2997491196,https://openalex.org/W2922102150
https://openalex.org/W2997491196,https://openalex.org/W4250589301
https://openalex.org/W2997491196,https://openalex.org/W1997834106
https://openalex.org/W2997491196,https://openalex.org/W2893917677
https://openalex.org/W2997491196,https://openalex.org/W2918864322
https://openalex.org/W2997491196,https://openalex.org/W2991427780
https://openalex.org/W2997491196,https://openalex.org/W2914135950
https://openalex.org/W2997491196,https://openalex.org/W2516435836
https://openalex.org/W2997491196,https://openalex.org/W2619775665
https://openalex.org/W2997491196,https://openalex.org/W2562378549
https://openalex.org/W2997491196,https://openalex.org/W2963117265
https://openalex.org/W2997491196,https://openalex.org/W2885551694
https://openalex.org/W2997491196,https://openalex.org/W2914952404
https://openalex.org/W2997491196,https://openalex.org/W2809622385
https://openalex.org/W2997491196,https://openalex.org/W2928340778
https://openalex.org/W2997491196,https://openalex.org/W2963435939
https://openalex.org/W2997491196,https://openalex.org/W2902769219
https://openalex.org/W2144337810,https://openalex.org/W2014806649
https://openalex.org/W2144337810,https://openalex.org/W2320197269
https://openalex.org/W2144337810,https://openalex.org/W2133384120
https://openalex.org/W2144337810,https://openalex.org/W1989705417
https://openalex.org/W2144337810,https://openalex.org/W2069772692
https://openalex.org/W2144337810,https://openalex.org/W986295664
https://openalex.org/W2144337810,https://openalex.org/W6653126216
https://openalex.org/W2144337810,https://openalex.org/W2135999376
https://openalex.org/W2144337810,https://openalex.org/W2154869167
https://openalex.org/W2144337810,https://openalex.org/W2076101538
https://openalex.org/W2144337810,https://openalex.org/W2135322495
https://openalex.org/W2144337810,https://openalex.org/W2104427906
https://openalex.org/W2144337810,https://openalex.org/W2024179187
https://openalex.org/W2144337810,https://openalex.org/W1971300686
https://openalex.org/W2144337810,https://openalex.org/W2095568617
https://openalex.org/W2144337810,https://openalex.org/W2048224309
https://openalex.org/W2144337810,https://openalex.org/W2122845988
https://openalex.org/W2144337810,https://openalex.org/W1994549698
https://openalex.org/W2144337810,https://openalex.org/W2089087592
https://openalex.org/W2144337810,https://openalex.org/W3123429165
https://openalex.org/W2989173596,https://openalex.org/W6749524206
https://openalex.org/W2989173596,https://openalex.org/W6756244211
https://openalex.org/W2989173596,https://openalex.org/W6756739692
https://openalex.org/W2989173596,https://openalex.org/W6762224649
https://openalex.org/W2989173596,https://openalex.org/W6755599991
https://openalex.org/W2989173596,https://openalex.org/W2895882341
https://openalex.org/W2989173596,https://openalex.org/W2268751503
https://openalex.org/W2989173596,https://openalex.org/W2962804513
https://openalex.org/W2989173596,https://openalex.org/W2738731084
https://openalex.org/W2989173596,https://openalex.org/W6719947625
https://openalex.org/W2989173596,https://openalex.org/W2586992378
https://openalex.org/W2989173596,https://openalex.org/W2898157791
https://openalex.org/W2989173596,https://openalex.org/W2904635850
https://openalex.org/W2989173596,https://openalex.org/W6758090675
https://openalex.org/W2989173596,https://openalex.org/W2963562791
https://openalex.org/W2989173596,https://openalex.org/W6724372461
https://openalex.org/W2989173596,https://openalex.org/W2790256744
https://openalex.org/W2989173596,https://openalex.org/W2523219060
https://openalex.org/W2989173596,https://openalex.org/W2917190936
https://openalex.org/W2989173596,https://openalex.org/W2963542767
https://openalex.org/W2613605741,https://openalex.org/W2558431499
https://openalex.org/W2613605741,https://openalex.org/W2514674767
https://openalex.org/W2613605741,https://openalex.org/W2523219060
https://openalex.org/W2613605741,https://openalex.org/W2113274749
https://openalex.org/W2613605741,https://openalex.org/W2798766386
https://openalex.org/W2613605741,https://openalex.org/W2343823234
https://openalex.org/W2613605741,https://openalex.org/W2210084516
https://openalex.org/W2613605741,https://openalex.org/W2963285294
https://openalex.org/W2613605741,https://openalex.org/W2296319761
https://openalex.org/W2613605741,https://openalex.org/W2412503523
https://openalex.org/W2613605741,https://openalex.org/W2763945873
https://openalex.org/W2613605741,https://openalex.org/W2964129085
https://openalex.org/W2613605741,https://openalex.org/W2268751503
https://openalex.org/W2613605741,https://openalex.org/W2594517509
https://openalex.org/W2613605741,https://openalex.org/W3098405735
https://openalex.org/W2613605741,https://openalex.org/W901642097
https://openalex.org/W2613605741,https://openalex.org/W2289204537
https://openalex.org/W2613605741,https://openalex.org/W2031834036
https://openalex.org/W2613605741,https://openalex.org/W2950347471
https://openalex.org/W2613605741,https://openalex.org/W2791581070
https://openalex.org/W2266385688,https://openalex.org/W1998047469
https://openalex.org/W2266385688,https://openalex.org/W1984558580
https://openalex.org/W2266385688,https://openalex.org/W2054905409
https://openalex.org/W2266385688,https://openalex.org/W2162007763
https://openalex.org/W2266385688,https://openalex.org/W2127293817
https://openalex.org/W2266385688,https://openalex.org/W2120051327
https://openalex.org/W2266385688,https://openalex.org/W2172142537
https://openalex.org/W2266385688,https://openalex.org/W2112873175
https://openalex.org/W2266385688,https://openalex.org/W1987804797
https://openalex.org/W2266385688,https://openalex.org/W2113447264
https://openalex.org/W2266385688,https://openalex.org/W2101441087
https://openalex.org/W3021971398,https://openalex.org/W2794618214
https://openalex.org/W3021971398,https://openalex.org/W2896835129
https://openalex.org/W3021971398,https://openalex.org/W2729697725
https://openalex.org/W3021971398,https://openalex.org/W2884572749
https://openalex.org/W3021971398,https://openalex.org/W2963218636
https://openalex.org/W3021971398,https://openalex.org/W2799944166
https://openalex.org/W3021971398,https://openalex.org/W2911165953
https://openalex.org/W3021971398,https://openalex.org/W2810911398
https://openalex.org/W3021971398,https://openalex.org/W2918542774
https://openalex.org/W3021971398,https://openalex.org/W2797097527
https://openalex.org/W3021971398,https://openalex.org/W2755200181
https://openalex.org/W3021971398,https://openalex.org/W2898579014
https://openalex.org/W3021971398,https://openalex.org/W2964273565
https://openalex.org/W3021971398,https://openalex.org/W2293583529
https://openalex.org/W3021971398,https://openalex.org/W2793130752
https://openalex.org/W3021971398,https://openalex.org/W2585334930
https://openalex.org/W3021971398,https://openalex.org/W2914337503
https://openalex.org/W3021971398,https://openalex.org/W3012434840
https://openalex.org/W3021971398,https://openalex.org/W2162742838
https://openalex.org/W3021971398,https://openalex.org/W2913304731
https://openalex.org/W4391164045,https://openalex.org/W2974084046
https://openalex.org/W4391164045,https://openalex.org/W3188554269
https://openalex.org/W4391164045,https://openalex.org/W3037051439
https://openalex.org/W4391164045,https://openalex.org/W4242781462
https://openalex.org/W4391164045,https://openalex.org/W2962732150
https://openalex.org/W4391164045,https://openalex.org/W2963205726
https://openalex.org/W4391164045,https://openalex.org/W3146291710
https://openalex.org/W4391164045,https://openalex.org/W3129486236
https://openalex.org/W4391164045,https://openalex.org/W3139899023
https://openalex.org/W4391164045,https://openalex.org/W3130292564
https://openalex.org/W4391164045,https://openalex.org/W3153708218
https://openalex.org/W4391164045,https://openalex.org/W3198461541
https://openalex.org/W4391164045,https://openalex.org/W3187736478
https://openalex.org/W4391164045,https://openalex.org/W4210487586
https://openalex.org/W4391164045,https://openalex.org/W3196686502
https://openalex.org/W4391164045,https://openalex.org/W4225742878
https://openalex.org/W4391164045,https://openalex.org/W4210525043
https://openalex.org/W4391164045,https://openalex.org/W2963061782
https://openalex.org/W4391164045,https://openalex.org/W3112368673
https://openalex.org/W4391164045,https://openalex.org/W2887592610
https://openalex.org/W4367052130,https://openalex.org/W2990740199
https://openalex.org/W4367052130,https://openalex.org/W2798243513
https://openalex.org/W4367052130,https://openalex.org/W2913304133
https://openalex.org/W4367052130,https://openalex.org/W2909380077
https://openalex.org/W4367052130,https://openalex.org/W2111335329
https://openalex.org/W4367052130,https://openalex.org/W3091784321
https://openalex.org/W4367052130,https://openalex.org/W3201171712
https://openalex.org/W4367052130,https://openalex.org/W2606853450
https://openalex.org/W4367052130,https://openalex.org/W3082306107
https://openalex.org/W4367052130,https://openalex.org/W4205651383
https://openalex.org/W4367052130,https://openalex.org/W2922196645
https://openalex.org/W4367052130,https://openalex.org/W4283375988
https://openalex.org/W4367052130,https://openalex.org/W3092037719
https://openalex.org/W4367052130,https://openalex.org/W2239471389
https://openalex.org/W4367052130,https://openalex.org/W2980953136
https://openalex.org/W4367052130,https://openalex.org/W6746758037
https://openalex.org/W4367052130,https://openalex.org/W2955063220
https://openalex.org/W4367052130,https://openalex.org/W3084795046
https://openalex.org/W4367052130,https://openalex.org/W3119269875
https://openalex.org/W4367052130,https://openalex.org/W2759264816
https://openalex.org/W2094942327,https://openalex.org/W2014806649
https://openalex.org/W2094942327,https://openalex.org/W4237244665
