source_id,Art,Biology,Business,Chemistry,Computer science,Economics,Engineering,Environmental science,Geography,Geology,History,Materials science,Mathematics,Medicine,Philosophy,Physics,Political science,Psychology,Sociology,Unknown
https://openalex.org/W4387010445,0,0,0,0,11,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0
https://openalex.org/W2082538127,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
https://openalex.org/W2800597722,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,11,0
https://openalex.org/W3081415854,0,0,0,0,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://openalex.org/W2947576312,0,0,0,0,17,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
https://openalex.org/W2579947524,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://openalex.org/W2915720667,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1
https://openalex.org/W2229895166,0,0,3,0,7,0,0,0,1,0,0,0,0,0,1,0,1,2,5,0
https://openalex.org/W2569948084,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
https://openalex.org/W2072847182,0,0,0,0,4,0,2,1,0,0,0,0,2,2,0,0,0,9,0,0
https://openalex.org/W4312286285,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
https://openalex.org/W3165629712,1,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,3,1,6,2
https://openalex.org/W3158247490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://openalex.org/W2911334475,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://openalex.org/W4399728065,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://openalex.org/W2155534007,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://openalex.org/W3124073401,0,0,1,0,7,0,1,1,0,0,0,0,0,0,1,0,0,2,7,0
https://openalex.org/W2983041606,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0
https://openalex.org/W1975043685,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0
https://openalex.org/W3135863660,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
https://openalex.org/W3046481661,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2
https://openalex.org/W2058331630,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,8,5,2
https://openalex.org/W4200067809,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://openalex.org/W2607309088,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3
https://openalex.org/W3159850512,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://openalex.org/W3118814157,0,0,0,0,14,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0
https://openalex.org/W2793835567,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1
https://openalex.org/W2905356873,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,7,4
https://openalex.org/W4392782045,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://openalex.org/W2171651133,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,6,7,0
https://openalex.org/W4221074823,0,0,1,0,16,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
https://openalex.org/W2727505591,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
https://openalex.org/W1874017009,1,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,7,5,0
https://openalex.org/W4224925138,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
https://openalex.org/W3090373767,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6
https://openalex.org/W2900680716,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
https://openalex.org/W3109800565,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,7,5,2
https://openalex.org/W4390887433,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
https://openalex.org/W4385969288,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0
https://openalex.org/W2392374863,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://openalex.org/W2963725328,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
